lr,data_time,loss,decode.loss_ce,decode.loss_dice,decode.loss_lovasz,decode.acc_seg,aux_0.loss_ce,aux_0.acc_seg,aux_1.loss_ce,aux_1.acc_seg,aux_2.loss_ce,aux_2.acc_seg,aux_3.loss_ce,aux_3.acc_seg,time,iter,memory,step
0.0027927927927927894,0.01075451374053955,5.241795492172241,0.697960501909256,0.07952601984143257,0.9117807865142822,56.144596099853516,1.081592607498169,46.900779724121094,0.9033737182617188,47.29398727416992,0.8197188198566436,47.11680603027344,0.7478429794311523,53.77022171020508,0.24612028598785402,100.0,7950.0,100.0
0.0035935935935935835,0.015099072456359863,4.192400693893433,0.5590624570846557,0.06224835142493248,0.8924229800701141,72.16236114501953,0.7800602912902832,62.07860565185547,0.6803850948810577,65.6360855102539,0.6357682347297668,69.00425720214844,0.582453253865242,70.5413589477539,0.2556671142578125,200.0,4496.0,200.0
0.004394394394394384,0.014362478256225586,4.017173457145691,0.5593448042869568,0.05988828763365746,0.8770866751670837,68.23936462402344,0.7138961315155029,70.97932434082031,0.6543691694736481,69.37120056152344,0.6049765348434448,69.23297119140625,0.5476118266582489,67.59687042236328,0.25584073066711427,300.0,4501.0,300.0
0.005195195195195183,0.012586760520935058,3.8539671421051027,0.5131008356809617,0.05759736746549606,0.8559162676334381,66.01564025878906,0.6996925055980683,55.017738342285156,0.6409372746944427,59.536346435546875,0.5817214548587799,60.97608947753906,0.5050014317035675,66.71331787109375,0.2482854127883911,400.0,4497.0,400.0
0.005995995995995992,0.01755828857421875,3.3826295137405396,0.4045474350452423,0.046207261830568315,0.7903359949588775,72.09413146972656,0.62077015042305,64.84326171875,0.5701849520206451,66.78624725341797,0.5236344307661056,67.82192993164062,0.42694924771785736,71.03028106689453,0.2632292747497559,500.0,4500.0,500.0
0.006796796796796801,0.01572916507720947,3.0742332220077513,0.3351333364844322,0.03843734953552484,0.6809049904346466,78.26924133300781,0.616515937447548,64.17288970947266,0.54623564183712,67.8587646484375,0.4776498705148697,69.47289276123047,0.37935613095760345,74.12728118896484,0.2583913326263428,600.0,4500.0,600.0
0.0075975975975976,0.013819599151611328,3.2093265295028686,0.35925849676132204,0.039182663708925244,0.6237384676933289,79.94652557373047,0.6698739349842071,64.8033676147461,0.5886947095394135,69.05989074707031,0.5175084054470063,72.67990112304688,0.4110698848962784,77.43885803222656,0.2554888963699341,700.0,4497.0,700.0
0.008398398398398399,0.017078971862792967,2.86789014339447,0.3023269072175026,0.03486733306199312,0.5562788784503937,84.21062469482422,0.6090636312961578,71.26067352294922,0.5455522567033768,75.24845886230469,0.4637677639722824,80.04519653320312,0.3560333281755447,83.86247253417969,0.263626766204834,800.0,4499.0,800.0
0.009199199199199204,0.015446662902832031,2.6860382556915283,0.26232358664274213,0.02849852293729782,0.5315308213233948,87.54273986816406,0.5980798363685608,72.24132537841797,0.5249453753232955,73.1647720336914,0.42227113246917725,78.31752014160156,0.3183889761567116,84.6161880493164,0.25781776905059817,900.0,4499.0,900.0
0.010000000000000024,0.01510922908782959,2.5638094902038575,0.2548166438937187,0.028379050455987452,0.4974093049764633,83.83646392822266,0.571715721487999,69.18515014648438,0.5043726861476898,73.36054992675781,0.4017117291688919,79.4122085571289,0.30540439784526824,82.60505676269531,0.2587701082229614,1000.0,4501.0,1000.0
0.009959511485300842,0.012840723991394043,2.670542597770691,0.2686646044254303,0.030215050652623178,0.5083930343389511,83.86980438232422,0.6025540947914123,65.0201187133789,0.5266982048749924,68.77301788330078,0.421085786819458,74.84832000732422,0.31293188631534574,79.60113525390625,0.25637872219085694,1100.0,4500.0,1100.0
0.009918605109645921,0.02025420665740967,2.7682544231414794,0.2740689322352409,0.02934984154999256,0.5041741073131562,79.09121704101562,0.6324925541877746,58.353118896484375,0.5550652146339417,62.175533294677734,0.4410331815481186,66.21459197998047,0.33207058906555176,73.2221908569336,0.2744419813156128,1200.0,4500.0,1200.0
0.009877689762281395,0.019135093688964842,2.478226351737976,0.253513877093792,0.029449840448796748,0.4631174296140671,85.56143951416016,0.5776255697011947,62.764549255371094,0.48806063234806063,68.32110595703125,0.3820603907108307,73.36933135986328,0.28439862132072447,84.23766326904297,0.2698066234588623,1300.0,4499.0,1300.0
