lr,data_time,loss,decode.loss_ce,decode.loss_dice,decode.loss_lovasz,decode.acc_seg,aux_0.loss_ce,aux_0.loss_dice,aux_0.loss_lovasz,aux_0.acc_seg,aux_1.loss_ce,aux_1.loss_dice,aux_1.loss_lovasz,aux_1.acc_seg,time,iter,memory,step
0.11993322820401885,0.017018580436706544,0.9753254175186157,0.19659076035022735,0.27454385757446287,0.2559006869792938,75.61135864257812,0.046297330781817435,0.04116242527961731,0.023856512270867825,68.4311752319336,0.05780442878603935,0.05478161424398422,0.024387798644602297,61.43075180053711,0.3346735954284668,100.0,5975.0,100.0
0.11986577774837498,0.017640113830566406,0.8046235024929047,0.14956980124115943,0.19934961199760437,0.23916568011045455,80.44454956054688,0.036284313537180424,0.03238557763397694,0.02317425888031721,77.23580169677734,0.05162676200270653,0.04885159619152546,0.024215898662805557,61.05265808105469,0.34032397270202636,200.0,5975.0,200.0
0.11979832307166918,0.0196685791015625,0.6749375104904175,0.11752672493457794,0.1556606709957123,0.20454036444425583,82.35486602783203,0.031186770275235177,0.026418196223676204,0.021936929039657115,76.70960235595703,0.04857956171035767,0.04509941302239895,0.02398886065930128,70.02134704589844,0.34697670936584474,300.0,5968.0,300.0
0.11973086417099389,0.019786787033081055,0.5619027018547058,0.09248269349336624,0.12850366830825805,0.15872521251440047,81.58116912841797,0.026098185405135154,0.023729591444134713,0.02133401371538639,80.06015014648438,0.04424865357577801,0.042938924953341485,0.0238417437300086,62.53628158569336,0.3410699129104614,400.0,5973.0,400.0
0.11966340104343763,0.014396023750305176,0.5305495411157608,0.08587152659893035,0.12020998820662498,0.1448706328868866,86.43964385986328,0.025206293165683746,0.021855363994836806,0.020924361422657967,83.23845672607422,0.04554192163050175,0.042348363995552064,0.023721087165176867,69.79613494873047,0.33105008602142333,500.0,5970.0,500.0
0.11959593368608527,0.01917412281036377,0.5134732544422149,0.08176920339465141,0.11370867118239403,0.14306356757879257,86.7458724975586,0.024385527707636356,0.02135410662740469,0.02092914152890444,82.44123840332031,0.04366294667124748,0.040911078080534936,0.023689009249210358,71.37364196777344,0.343641996383667,600.0,5973.0,600.0
0.11952846209601788,0.01113591194152832,0.47075416445732116,0.07418939508497716,0.09920635744929314,0.13338741958141326,85.19517517089844,0.022544161416590214,0.01933772498741746,0.020481089875102044,82.43680572509766,0.041177214682102205,0.03694205787032843,0.023488742858171464,65.4649429321289,0.3255068063735962,700.0,5969.0,700.0
0.11946098627031251,0.0183027982711792,0.5311466246843338,0.09425682760775089,0.124588892608881,0.1355137810111046,81.02379608154297,0.02479952909052372,0.021617553289979698,0.020557981543242933,76.32886505126953,0.04563191495835781,0.04054782446473837,0.02363232187926769,60.08392333984375,0.3417184352874756,800.0,5971.0,800.0
0.11939350620604249,0.012832164764404297,0.4638568311929703,0.07128266282379628,0.09796849563717842,0.12547082751989364,86.52092742919922,0.021355028636753558,0.018839966412633656,0.020321773551404475,80.95138549804688,0.04437034167349339,0.04061708766967058,0.023630641959607603,61.32345199584961,0.33074193000793456,900.0,5968.0,900.0
0.11932602190027716,0.0173750638961792,0.4460868060588837,0.06823465973138809,0.09337829127907753,0.12297989949584007,90.46551513671875,0.02109780181199312,0.01831803461536765,0.019820286147296428,86.00444793701172,0.04184164702892303,0.037019692733883856,0.023396493680775166,72.89781188964844,0.33972897529602053,1000.0,5974.0,1000.0
