lr,data_time,loss,decode.loss_ce,decode.loss_lovasz,decode.acc_seg,aux.loss_ce,aux.loss_lovasz,aux.acc_seg,time,iter,memory,step
0.009996881425927815,0.018571996688842775,2.336267185211182,0.6784752309322357,0.9163016378879547,60.81752014160156,0.36438544690608976,0.37710483074188234,55.87277603149414,0.4701420068740845,57.0,13573.0,57.0
0.00999448673244192,0.01838805675506592,2.1714657068252565,0.6246385276317596,0.9113427877426148,64.83582305908203,0.2683377653360367,0.3671466767787933,66.35159301757812,0.4737255573272705,100.0,13563.0,100.0
0.009988917428764899,0.02005188465118408,2.049799907207489,0.5650153577327728,0.9003743827342987,67.40966033935547,0.22549384981393814,0.3589163303375244,69.28028869628906,0.4768108606338501,200.0,13581.0,200.0
0.009983347776559829,0.02087585926055908,1.9718170642852784,0.508601787686348,0.8889213383197785,68.290283203125,0.21672900915145873,0.3575649350881577,64.57234954833984,0.4825834989547729,300.0,13573.0,300.0
0.009977777775586647,0.023964118957519532,1.9477083444595338,0.49057498276233674,0.8752666711807251,72.60016632080078,0.22547320872545243,0.35639352202415464,68.00376892089844,0.48979010581970217,400.0,13575.0,400.0
0.009972207425604932,0.022322869300842284,1.833449113368988,0.41501026451587675,0.8549425065517425,78.04462432861328,0.209333536028862,0.3541628360748291,71.45097351074219,0.4820730209350586,500.0,13574.0,500.0
0.009966636726374004,0.022222375869750975,1.7563090085983277,0.3699978470802307,0.8335324764251709,79.51892852783203,0.19933924227952957,0.35343943536281586,72.63849639892578,0.4843060731887817,600.0,13576.0,600.0
0.009961065677652849,0.022446060180664064,1.7493460416793822,0.3724047809839249,0.80560781955719,76.79386138916016,0.21758653819561005,0.35374690890312194,65.95361328125,0.48499603271484376,700.0,13577.0,700.0
0.009955494279200118,0.020130181312561037,1.6370303750038147,0.3160348743200302,0.7668896853923798,80.56805419921875,0.2014630690217018,0.35264270603656767,69.93253326416016,0.48251512050628664,800.0,13570.0,800.0
0.009949922530774154,0.02138628959655762,1.5491095900535583,0.28482806086540224,0.7185441851615906,84.1135025024414,0.1948094293475151,0.35092794597148896,74.50196838378906,0.48040950298309326,900.0,13578.0,900.0
0.009944350432132988,0.02104647159576416,1.4702544212341309,0.2501315072178841,0.6817076623439788,86.16291809082031,0.1876634582877159,0.35075178146362307,75.44225311279297,0.4821940898895264,1000.0,13568.0,1000.0
0.009938777983034325,0.02239038944244385,1.4201402544975281,0.24601043462753297,0.6377330362796784,82.4532241821289,0.18806856721639634,0.34832820296287537,69.03738403320312,0.4783308982849121,1100.0,13580.0,1100.0
0.009933205183235533,0.021996283531188966,1.390864336490631,0.23001767843961715,0.6202735185623169,85.58747863769531,0.19099559336900712,0.34957753121852875,70.07854461669922,0.48253536224365234,1200.0,13579.0,1200.0
0.009927632032493697,0.024632573127746582,1.3450123071670532,0.22510653883218765,0.5860764801502227,85.85943603515625,0.18716222643852234,0.3466670572757721,69.75518798828125,0.48376901149749757,1300.0,13576.0,1300.0
0.009922058530565565,0.023657774925231932,1.3090561866760253,0.2143167197704315,0.5683320164680481,86.55684661865234,0.18167826682329177,0.3447291821241379,74.11997985839844,0.4837442398071289,1400.0,13578.0,1400.0
0.00991648467720753,0.020137619972229005,1.2640167832374574,0.2007639855146408,0.5277358919382096,85.26500701904297,0.19127473682165147,0.34424215853214263,69.2657470703125,0.47884526252746584,1500.0,13577.0,1500.0
